Tile	Number	RA	Dec	rSDSS_auto	gSDSS_auto	iSDSS_auto	zSDSS_auto	uJAVA_auto	J0378_auto	J0395_auto	J0410_auto	J0430_auto	J0515_auto	J0660_auto	J0861_auto	rSDSS_PETRO	gSDSS_PETRO	iSDSS_PETRO	zSDSS_PETRO	uJAVA_PETRO	J0378_PETRO	J0395_PETRO	J0410_PETRO	J0430_PETRO	J0515_PETRO	J0660_PETRO	J0861_PETRO	rSDSS_MAG_APER_6_0	gSDSS_MAG_APER_6_0	iSDSS_MAG_APER_6_0	zSDSS_MAG_APER_6_0	uJAVA_MAG_APER_6_0	J0378_MAG_APER_6_0	J0395_MAG_APER_6_0	J0410_MAG_APER_6_0	J0430_MAG_APER_6_0	J0515_MAG_APER_6_0	J0660_MAG_APER_6_0	J0861_MAG_APER_6_0	rSDSS_auto_err	gSDSS_auto_err	iSDSS_auto_err	zSDSS_auto_err	uJAVA_auto_err	J0378_auto_err	J0395_auto_err	J0410_auto_err	J0430_auto_err	J0515_auto_err	J0660_auto_err	J0861_auto_err	rSDSS_PETRO_err	gSDSS_PETRO_err	iSDSS_PETRO_err	zSDSS_PETRO_err	uJAVA_PETRO_err	J0378_PETRO_err	J0395_PETRO_err	J0410_PETRO_err	J0430_PETRO_err	J0515_PETRO_err	J0660_PETRO_err	J0861_PETRO_err	rSDSS_MAG_APER_6_0_err	gSDSS_MAG_APER_6_0_err	iSDSS_MAG_APER_6_0_err	zSDSS_MAG_APER_6_0_err	uJAVA_MAG_APER_6_0_err	J0378_MAG_APER_6_0_err	J0395_MAG_APER_6_0_err	J0410_MAG_APER_6_0_err	J0430_MAG_APER_6_0_err	J0515_MAG_APER_6_0_err	J0660_MAG_APER_6_0_err	J0861_MAG_APER_6_0_err	rSDSS_FLAGS	gSDSS_FLAGS	iSDSS_FLAGS	zSDSS_FLAGS	uJAVA_FLAGS	J0378_FLAGS	J0395_FLAGS	J0410_FLAGS	J0430_FLAGS	J0515_FLAGS	J0660_FLAGS	J0861_FLAGS	rSDSS_MASK_FLAGS	gSDSS_MASK_FLAGS	iSDSS_MASK_FLAGS	zSDSS_MASK_FLAGS	uJAVA_MASK_FLAGS	J0378_MASK_FLAGS	J0395_MASK_FLAGS	J0410_MASK_FLAGS	J0430_MASK_FLAGS	J0515_MASK_FLAGS	J0660_MASK_FLAGS	J0861_MASK_FLAGS	P(PN)	P(SySt)	P(all else)
68634	18120	211.133648052	54.42381151	18.718	18.57	19.568	18.72	18.791	18.257	18.696	19.004	18.852	19.197	17.085	20.348	18.728	18.559	19.543	18.67	18.912	18.214	18.743	18.97	18.798	19.196	17.068	19.926	18.977	18.818	19.574	19.241	18.966	18.486	19.157	19.401	19.288	19.473	17.313	20.161	0.069	0.066	0.187	0.195	0.206	0.133	0.203	0.212	0.17	0.243	0.033	1.094	0.072	0.067	0.189	0.193	0.238	0.132	0.219	0.212	0.168	0.251	0.033	0.768	0.037	0.036	0.075	0.127	0.103	0.072	0.131	0.128	0.107	0.13	0.02	0.369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9923382987884668	0.0076161730664523085	4.552814508079332e-05
68634	18526	210.695001864	54.4192441333	18.949	19.111	19.848	20.093	18.3	18.518	19.01	18.975	18.876	19.852	17.095	18.584	18.964	19.14	19.909	21.188	18.404	18.579	19.087	18.789	18.81	21.074	16.995	18.24	19.261	19.481	19.758	19.727	19.175	18.852	19.584	19.878	19.48	19.672	17.706	19.51	0.108	0.133	0.315	0.895	0.142	0.178	0.289	0.235	0.198	0.517	0.039	0.271	0.138	0.172	0.422	3.085	0.195	0.234	0.387	0.247	0.233	1.995	0.044	0.248	0.044	0.057	0.084	0.188	0.1	0.078	0.15	0.167	0.108	0.134	0.024	0.189	3	3	3	3	3	3	3	3	3	3	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0.8748908354776743	0.11671975734523123	0.00838940717709427
68634	18964	210.921614333	54.4062730177	18.671	18.69	19.49	18.898	18.523	17.991	18.573	18.909	18.76	18.84	16.987	19.104	18.582	18.686	19.37	18.887	18.4	17.913	18.665	18.713	18.875	18.823	16.937	18.783	18.953	19.145	19.805	19.446	18.842	18.555	19.014	19.201	19.192	19.332	17.285	19.74	0.056	0.062	0.147	0.195	0.138	0.089	0.154	0.166	0.133	0.149	0.026	0.296	0.067	0.079	0.171	0.249	0.157	0.105	0.214	0.177	0.189	0.188	0.031	0.284	0.036	0.047	0.093	0.153	0.093	0.076	0.115	0.107	0.098	0.114	0.02	0.251	3	3	3	3	3	3	3	3	3	3	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0.9866424442509018	0.012956909803316246	0.00040064594578205677
68634	22101	210.58494894	54.3872635606	18.158	18.317	18.76	19.295	18.015	17.601	18.529	18.302	18.36	18.661	16.673	18.38	18.106	18.195	18.596	19.426	17.867	17.669	18.25	18.114	18.05	18.669	16.577	18.267	18.705	18.741	19.194	19.072	18.585	18.198	18.709	18.749	18.746	18.84	17.485	19.388	0.042	0.051	0.091	0.34	0.089	0.063	0.15	0.102	0.1	0.138	0.022	0.179	0.066	0.076	0.132	0.64	0.126	0.108	0.19	0.14	0.123	0.229	0.032	0.268	0.029	0.032	0.053	0.108	0.063	0.048	0.075	0.065	0.06	0.067	0.021	0.177	3	3	3	3	3	3	3	3	3	3	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0.9356688464501638	0.048617515206658794	0.01571363834317748
68634	23787	210.805323131	54.5946511608	16.041	15.998	16.251	16.227	16.07	15.993	15.838	16.134	16.161	16.088	15.06	16.103	16.304	16.205	16.487	15.93	15.902	17.084	15.839	16.165	17.292	16.355	15.157	15.533	18.589	18.588	18.924	18.945	18.669	18.322	18.627	18.587	18.664	18.813	17.477	18.864	0.03	0.03	0.048	0.098	0.066	0.062	0.057	0.062	0.06	0.061	0.022	0.106	0.085	0.077	0.136	0.16	0.114	0.335	0.116	0.125	0.336	0.16	0.051	0.132	0.027	0.029	0.043	0.097	0.069	0.054	0.071	0.058	0.058	0.068	0.022	0.111	2	2	2	2	2	2	2	2	2	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0.6807913806808951	0.18609055606439723	0.13311806325470765
67346	16270	236.628603918	46.0021373945	17.991	17.546	18.867	18.876	18.547	18.0	17.882	18.452	18.565	16.302	16.093	19.624	17.964	17.538	18.83	18.984	18.688	17.984	17.804	18.432	18.565	16.293	16.051	19.367	18.135	17.7	19.061	19.008	18.733	18.166	18.121	18.701	18.614	16.381	16.21	19.864	0.034	0.026	0.117	0.25	0.132	0.091	0.083	0.109	0.111	0.016	0.013	0.566	0.039	0.03	0.137	0.337	0.181	0.107	0.093	0.129	0.133	0.018	0.014	0.543	0.025	0.021	0.085	0.171	0.099	0.069	0.067	0.088	0.075	0.014	0.011	0.428	3	3	3	3	3	3	3	3	3	3	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0.9871336685031421	0.010150578752494522	0.002715752744363502
63308	6151	147.587160227	31.4863936422	17.776	17.659	18.338	18.446	17.931	17.655	17.93	18.249	18.021	18.153	16.133	18.512	17.856	17.629	18.699	18.916	17.854	17.421	17.909	18.371	17.952	17.779	16.113	19.365	18.095	17.919	18.671	18.839	18.197	17.908	18.154	18.475	18.259	18.345	16.319	18.665	0.017	0.012	0.065	0.161	0.048	0.039	0.05	0.068	0.054	0.064	0.014	0.147	0.033	0.02	0.169	0.457	0.079	0.053	0.086	0.135	0.09	0.079	0.021	0.603	0.014	0.01	0.052	0.134	0.039	0.032	0.04	0.052	0.043	0.048	0.012	0.099	3	3	3	3	3	3	3	3	3	3	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0.9735872721696012	0.02545641029283841	0.0009563175375604854
70145	19210	280.424543813	65.199498784	17.048	18.226	18.687	18.149	17.638	16.886	18.318	18.487	18.435	19.559	14.865	18.838	17.005	18.155	18.557	17.985	17.648	16.889	18.166	18.367	18.285	19.657	14.835	18.515	17.305	18.432	19.042	18.472	17.795	17.141	18.568	18.908	18.679	19.585	15.071	19.032	0.013	0.04	0.06	0.086	0.058	0.033	0.115	0.105	0.091	0.241	0.005	0.2	0.016	0.049	0.072	0.099	0.076	0.041	0.131	0.124	0.104	0.352	0.006	0.199	0.01	0.027	0.04	0.056	0.038	0.025	0.075	0.078	0.06	0.122	0.005	0.115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9997323343932317	0.0002676650007438459	6.060243212458157e-10
63391	14288	190.986267976	32.1703863916	13.796	13.683	13.628	13.574	14.445	14.096	14.281	14.118	13.832	13.711	12.75	13.506	14.294	14.198	14.351	14.23	14.88	14.585	14.795	14.739	14.487	14.387	13.037	14.258	15.622	15.356	16.048	16.02	15.821	15.692	15.676	15.85	15.72	15.837	14.203	16.116	0.015	0.012	0.02	0.044	0.04	0.04	0.042	0.032	0.024	0.02	0.01	0.045	0.009	0.008	0.015	0.03	0.027	0.026	0.029	0.023	0.018	0.016	0.006	0.035	0.004	0.004	0.005	0.01	0.01	0.01	0.01	0.009	0.008	0.009	0.004	0.013	3	3	3	3	3	3	3	3	3	3	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0.9073406308960832	0.08393184861674705	0.008727520487169876
64626	37444	268.371706137	37.9294436332	19.208	19.006	19.243	19.39	19.579	19.0	19.123	19.436	19.222	18.07	17.55	19.952	19.064	18.935	19.147	19.566	19.498	19.121	19.05	19.341	19.068	18.042	17.473	19.584	19.299	19.108	19.47	19.355	19.87	19.074	19.203	19.55	19.272	18.125	17.619	19.988	0.052	0.048	0.063	0.173	0.183	0.116	0.131	0.154	0.106	0.039	0.025	0.34	0.061	0.059	0.08	0.281	0.23	0.172	0.164	0.193	0.124	0.049	0.029	0.336	0.048	0.045	0.064	0.138	0.199	0.104	0.118	0.142	0.094	0.036	0.023	0.289	3	3	3	3	3	3	3	3	3	3	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0.5424057393804854	0.2345258317257288	0.2230684288937858
67646	12452	244.09796422	47.0340736834	16.912	16.556	17.682	17.601	16.895	16.686	17.052	17.394	17.166	17.555	15.186	17.393	16.834	16.517	17.64	17.619	16.811	16.58	17.009	17.324	17.222	17.459	15.147	17.173	17.428	17.046	18.078	18.166	17.371	17.23	17.421	17.637	17.457	17.931	15.809	18.185	0.023	0.019	0.074	0.137	0.061	0.052	0.075	0.078	0.063	0.084	0.01	0.135	0.029	0.024	0.097	0.191	0.074	0.063	0.097	0.097	0.087	0.102	0.013	0.149	0.013	0.012	0.032	0.059	0.035	0.029	0.033	0.032	0.03	0.04	0.009	0.078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9912581550686494	0.008526610977952829	0.00021523395339763079
70362	24746	157.337720658	68.4771055461	17.753	17.57	18.051	18.642	17.876	17.704	17.671	18.044	18.297	18.041	16.065	18.565	17.783	17.509	17.875	99.0	17.997	17.217	17.61	18.433	19.739	17.94	16.044	18.311	18.703	18.563	19.316	19.364	18.711	18.714	18.798	18.917	18.883	18.908	17.156	19.41	0.06	0.046	0.106	0.444	0.182	0.156	0.155	0.164	0.196	0.161	0.027	0.489	0.114	0.077	0.172	99.0	0.35	0.17	0.255	0.412	1.305	0.257	0.048	0.693	0.027	0.025	0.055	0.145	0.079	0.081	0.086	0.072	0.066	0.07	0.019	0.185	2	2	2	2	2	2	2	2	2	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0.9629357026583387	0.03375865034775281	0.00330564699390842
70362	24916	157.183847409	68.4739821886	14.729	14.667	15.127	15.019	15.075	14.973	14.989	14.973	15.024	15.249	13.519	15.183	14.928	14.831	16.017	15.728	15.29	15.46	15.275	15.256	15.516	16.219	13.786	16.939	16.678	16.434	17.031	17.124	16.666	16.56	16.638	16.645	16.603	16.882	15.57	17.174	0.007	0.006	0.014	0.028	0.024	0.022	0.023	0.017	0.018	0.023	0.005	0.038	0.024	0.018	0.099	0.157	0.068	0.077	0.073	0.056	0.069	0.136	0.017	0.518	0.007	0.007	0.009	0.02	0.019	0.018	0.019	0.015	0.014	0.017	0.008	0.027	3	3	3	3	3	3	3	3	3	3	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0.8708704114384461	0.08500825380852368	0.04412133475303024
70431	16825	112.179163033	69.1893505811	13.01	12.767	13.061	12.973	13.204	13.256	13.278	13.147	13.183	13.158	11.649	12.932	13.421	13.121	13.68	13.584	13.744	13.661	13.726	13.755	13.674	13.849	11.788	13.638	14.89	14.476	15.771	15.787	15.346	15.258	15.309	15.582	15.229	15.926	12.998	15.941	0.013	0.011	0.02	0.04	0.025	0.028	0.033	0.021	0.018	0.025	0.008	0.036	0.008	0.007	0.014	0.028	0.02	0.02	0.023	0.018	0.014	0.022	0.004	0.03	0.002	0.002	0.004	0.007	0.008	0.008	0.008	0.008	0.006	0.009	0.002	0.011	3	3	3	3	3	3	3	3	3	3	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0.9962632991758267	0.003734222504849262	2.4783193240305955e-06
74823	6352	38.3244676765	33.4981071366	16.477	16.703	16.313	16.042	16.765	16.103	17.498	17.013	17.335	17.105	15.258	17.757	16.781	16.885	16.315	16.041	16.002	15.421	17.808	16.623	99.0	20.37	15.389	99.0	18.28	18.509	18.632	18.482	18.652	17.991	18.927	19.092	18.779	18.501	16.725	18.751	0.051	0.065	0.062	0.093	0.133	0.077	0.277	0.156	0.188	0.16	0.027	0.504	0.138	0.149	0.132	0.193	0.12	0.075	0.67	0.203	99.0	6.243	0.058	99.0	0.029	0.041	0.051	0.088	0.094	0.057	0.129	0.126	0.086	0.068	0.016	0.132	3	3	3	3	3	3	3	3	3	3	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0.7282591095621807	0.26270242531662985	0.009038465121189443
64078	73697	282.507715505	35.2425002663	14.127	14.934	15.931	15.715	14.577	13.853	15.356	16.269	15.901	16.13	11.964	16.368	14.101	14.918	15.857	15.664	14.564	13.846	15.304	16.173	15.841	16.083	11.939	16.23	15.912	16.385	17.821	17.546	16.296	15.628	17.028	17.931	17.53	17.894	13.697	18.341	0.003	0.006	0.02	0.032	0.009	0.006	0.019	0.032	0.021	0.028	0.001	0.062	0.004	0.008	0.026	0.044	0.011	0.007	0.023	0.039	0.027	0.036	0.002	0.076	0.005	0.008	0.023	0.033	0.015	0.011	0.026	0.038	0.027	0.036	0.003	0.079	3	3	3	3	3	3	3	3	3	3	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0.9999823430617886	1.7656925731537056e-05	1.247979855441127e-11
72851	11490	21.3925239608	7.9900642688	17.464	17.431	17.998	17.821	18.092	17.665	18.061	17.794	17.804	16.514	15.913	17.853	17.375	17.379	17.874	17.476	17.996	17.647	18.24	17.858	17.614	16.451	15.884	17.547	18.019	17.868	18.603	18.468	18.546	18.234	18.256	18.344	18.356	16.879	16.302	18.725	0.027	0.026	0.066	0.094	0.093	0.064	0.094	0.061	0.06	0.021	0.013	0.128	0.04	0.038	0.094	0.11	0.134	0.097	0.172	0.101	0.079	0.029	0.019	0.155	0.021	0.02	0.05	0.072	0.065	0.051	0.053	0.048	0.048	0.016	0.011	0.122	3	3	3	3	3	3	3	3	3	3	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0.6449431570951533	0.19547593236232844	0.15958091054251836
67752	2740	212.260672142	48.0130205965	17.913	17.85	18.235	18.272	18.416	18.098	17.982	18.209	17.894	17.427	16.569	18.485	17.841	17.855	18.218	18.052	18.372	18.161	18.044	18.227	17.792	17.351	16.564	18.349	18.103	18.003	18.501	18.542	18.51	18.187	18.255	18.355	18.187	17.592	16.7	18.629	0.027	0.026	0.038	0.1	0.101	0.08	0.072	0.068	0.049	0.033	0.016	0.145	0.033	0.034	0.05	0.109	0.127	0.11	0.099	0.09	0.058	0.039	0.02	0.17	0.02	0.02	0.028	0.072	0.065	0.054	0.056	0.048	0.04	0.025	0.013	0.093	3	3	3	3	3	3	3	3	3	3	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0.614689443765778	0.21069119723974564	0.17461935899447625
75427	11008	279.877971942	73.5828567713	14.262	14.586	14.027	13.785	15.928	14.884	15.204	14.906	14.8	14.374	13.67	14.029	14.289	14.606	13.979	13.712	16.194	14.807	15.376	15.036	14.823	14.344	13.65	13.998	16.854	16.99	17.311	17.187	17.419	16.71	17.336	17.552	17.434	16.666	15.225	17.32	0.015	0.017	0.011	0.027	0.114	0.048	0.052	0.036	0.029	0.015	0.012	0.033	0.023	0.025	0.017	0.037	0.207	0.063	0.085	0.056	0.041	0.021	0.018	0.047	0.012	0.012	0.012	0.029	0.031	0.021	0.028	0.031	0.025	0.011	0.006	0.033	3	3	3	3	3	3	3	3	3	3	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0.7164504357205563	0.2644363514634977	0.019113212815946055
65478	6149	139.135657686	39.8675260847	18.763	19.02	19.259	19.163	19.167	18.528	19.086	19.425	19.235	18.517	17.235	19.367	19.387	19.93	19.607	99.0	19.312	18.714	19.06	20.058	20.705	19.202	17.211	23.057	18.742	18.938	19.23	19.057	19.18	18.536	19.137	19.31	19.148	18.468	17.241	19.258	0.036	0.046	0.082	0.149	0.106	0.064	0.105	0.119	0.104	0.057	0.02	0.228	0.128	0.206	0.237	99.0	0.243	0.146	0.205	0.433	0.806	0.204	0.035	14.53	0.034	0.041	0.074	0.126	0.102	0.061	0.104	0.101	0.091	0.051	0.02	0.193	3	3	3	3	3	3	3	3	3	3	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0.6963660646715191	0.2543982182604227	0.04923571706805813
65478	6156	139.136610165	39.8660987909	17.737	17.669	18.255	18.13	18.311	17.532	17.936	18.09	17.848	17.191	16.304	17.909	17.641	17.556	18.162	17.808	18.277	17.551	17.677	17.824	17.7	17.07	16.211	17.753	18.179	18.103	18.679	18.621	18.425	17.852	18.24	18.399	18.367	17.588	16.719	18.647	0.037	0.034	0.089	0.161	0.128	0.065	0.096	0.093	0.076	0.043	0.02	0.166	0.045	0.04	0.11	0.161	0.164	0.087	0.1	0.097	0.088	0.05	0.024	0.193	0.022	0.022	0.048	0.09	0.058	0.038	0.053	0.051	0.05	0.028	0.014	0.118	3	3	3	3	3	3	3	3	3	3	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0.7428776281437135	0.14370802702881533	0.11341434482747116
75572	15626	154.679463255	46.0505559068	15.372	15.635	15.323	15.363	16.278	16.073	15.793	15.841	15.58	15.606	14.74	15.202	15.571	15.976	15.562	15.813	15.949	16.46	15.672	16.106	15.476	15.664	14.769	15.283	17.625	17.542	18.086	18.041	18.02	17.668	17.854	18.099	17.934	18.152	16.102	18.096	0.018	0.022	0.02	0.052	0.076	0.067	0.055	0.042	0.033	0.037	0.018	0.051	0.046	0.063	0.055	0.172	0.106	0.187	0.099	0.104	0.059	0.081	0.04	0.117	0.013	0.014	0.021	0.045	0.039	0.031	0.035	0.034	0.029	0.035	0.009	0.056	3	3	3	3	3	3	3	3	3	3	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0.8901726475605337	0.10673594800914703	0.0030914044303192215
66536	12008	187.20049073	43.230197756	18.15	18.724	18.652	17.714	17.904	17.328	17.694	19.597	17.982	20.379	16.638	18.135	99.0	99.0	99.0	18.047	17.198	16.785	17.23	99.0	17.843	99.0	17.064	18.638	18.738	18.686	19.515	19.588	18.956	18.645	19.109	19.311	19.132	19.573	16.907	20.136	0.126	0.217	0.229	0.206	0.21	0.142	0.191	0.917	0.188	1.854	0.055	0.38	99.0	99.0	99.0	0.488	0.183	0.146	0.204	99.0	0.278	99.0	0.14	1.056	0.031	0.032	0.065	0.157	0.086	0.073	0.11	0.104	0.083	0.129	0.015	0.323	3	3	3	3	3	3	3	3	3	3	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0.9973550975774266	0.0026404017273573724	4.500695215890298e-06
66536	12037	187.194444923	43.2291950512	19.294	20.485	99.0	99.0	18.373	18.91	19.13	19.588	19.968	19.342	17.482	99.0	99.0	99.0	99.0	99.0	18.107	19.649	19.228	99.0	99.0	99.0	18.277	99.0	19.143	19.21	19.863	19.728	19.255	19.105	19.574	19.697	19.428	19.61	17.526	20.136	0.145	0.455	99.0	99.0	0.136	0.252	0.307	0.379	0.495	0.298	0.05	99.0	99.0	99.0	99.0	99.0	0.162	0.781	0.509	99.0	99.0	99.0	0.16	99.0	0.044	0.05	0.09	0.179	0.11	0.108	0.165	0.145	0.108	0.134	0.022	0.323	3	3	3	3	3	3	3	3	3	3	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0.9791614763444164	0.02051257031446898	0.00032595334111458013
66536	15026	187.179275606	43.2424874012	18.064	17.86	18.681	18.824	18.548	18.266	17.979	18.777	18.166	19.241	16.17	18.26	17.974	17.82	18.517	18.717	18.294	18.18	18.152	18.958	18.133	19.43	16.116	18.2	18.606	18.212	19.386	19.454	18.873	18.573	18.575	19.055	18.748	19.409	16.61	19.509	0.059	0.051	0.115	0.295	0.203	0.178	0.136	0.227	0.119	0.342	0.019	0.218	0.067	0.061	0.124	0.333	0.199	0.203	0.195	0.332	0.142	0.505	0.022	0.258	0.027	0.022	0.058	0.139	0.08	0.069	0.07	0.083	0.06	0.111	0.012	0.181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9964898832238639	0.0035025947967294727	7.52197940660131e-06
64138	3942	126.48124639	35.5422314816	17.899	17.832	18.178	18.205	18.402	18.311	18.139	18.292	18.115	18.451	16.348	18.377	17.875	17.752	17.972	18.449	18.224	18.212	17.968	18.097	17.993	18.412	16.228	17.723	18.222	18.131	18.714	18.978	18.694	18.637	18.497	18.647	18.522	18.84	16.51	19.022	0.032	0.028	0.061	0.114	0.098	0.092	0.08	0.077	0.065	0.088	0.015	0.183	0.057	0.046	0.096	0.271	0.151	0.152	0.123	0.116	0.104	0.155	0.023	0.189	0.024	0.022	0.052	0.118	0.071	0.069	0.063	0.059	0.053	0.068	0.012	0.169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9569377640249241	0.04242833902413856	0.0006338969509372439
66608	6957	221.047622585	42.6265792238	15.908	15.949	16.063	15.849	16.679	16.435	16.227	16.139	16.108	16.014	15.207	16.081	15.867	15.926	16.05	15.735	16.645	16.495	16.209	16.143	16.1	15.96	15.175	16.161	17.758	17.57	18.137	18.082	18.184	17.974	17.897	18.007	17.861	18.083	16.396	18.279	0.017	0.018	0.03	0.052	0.084	0.069	0.058	0.04	0.036	0.035	0.018	0.069	0.021	0.021	0.038	0.06	0.101	0.09	0.071	0.051	0.045	0.042	0.022	0.093	0.015	0.015	0.027	0.05	0.051	0.045	0.043	0.036	0.031	0.036	0.011	0.069	3	3	3	3	3	3	3	3	3	3	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0.8306565357687886	0.1541518953582888	0.015191568872922617
